Step,Action,Price,Cash,BTC,BTC_Value,Total
2965,1,58229.96,86323.71,16,931679.44,1018003.15
2966,1,58226.30,86323.71,16,931620.88,1017944.59
2967,1,58229.96,86323.71,16,931679.44,1018003.15
2968,1,58229.96,86323.71,16,931679.44,1018003.15
2969,1,58234.02,86323.71,16,931744.38,1018068.09
2970,1,58234.77,86323.71,16,931756.38,1018080.09
2971,1,58234.77,86323.71,16,931756.38,1018080.09
2972,1,58233.95,86323.71,16,931743.25,1018066.96
2973,1,58234.77,86323.71,16,931756.38,1018080.09
2974,1,58200.00,86323.71,16,931199.94,1017523.65
2975,1,58179.48,86323.71,16,930871.62,1017195.34
2976,1,58179.48,86323.71,16,930871.62,1017195.34
2977,1,58189.79,86323.71,16,931036.56,1017360.27
2978,-1,58200.00,1948722.28,-16,-931199.94,1017522.35
2979,1,58197.34,86406.23,16,931157.38,1017563.60
2980,1,58197.34,86406.23,16,931157.38,1017563.60
2981,1,58197.34,86406.23,16,931157.38,1017563.60
2982,1,58183.27,86406.23,16,930932.38,1017338.60
2983,1,58179.48,86406.23,16,930871.75,1017277.98
2984,1,58164.62,86406.23,16,930634.00,1017040.23
2985,1,58158.25,86406.23,16,930532.06,1016938.29
2986,1,58150.89,86406.23,16,930414.31,1016820.54
2987,1,58162.21,86406.23,16,930595.44,1017001.67
2988,1,58165.29,86406.23,16,930644.56,1017050.79
2989,1,58171.57,86406.23,16,930745.19,1017151.42
2990,1,58166.71,86406.23,16,930667.44,1017073.67
2991,1,58150.41,86406.23,16,930406.50,1016812.73
2992,1,58124.66,86406.23,16,929994.62,1016400.85
2993,1,58132.16,86406.23,16,930114.50,1016520.73
2994,1,58131.14,86406.23,16,930098.19,1016504.42
2995,1,58098.98,86406.23,16,929583.75,1015989.98
2996,1,58103.16,86406.23,16,929650.50,1016056.73
2997,1,58117.16,86406.23,16,929874.62,1016280.85
2998,1,58140.80,86406.23,16,930252.88,1016659.10
2999,1,58102.77,86406.23,16,929644.25,1016050.48
3000,1,58118.27,86406.23,16,929892.38,1016298.60
3001,1,58117.27,86406.23,16,929876.25,1016282.48
3002,1,58117.27,86406.23,16,929876.25,1016282.48
3003,1,58117.00,86406.23,16,929872.06,1016278.29
3004,1,58115.23,86406.23,16,929843.75,1016249.98
3005,1,58111.02,86406.23,16,929776.38,1016182.60
3006,1,58121.98,86406.23,16,929951.62,1016357.85
3007,1,58127.65,86406.23,16,930042.38,1016448.60
3008,1,58121.98,86406.23,16,929951.62,1016357.85
3009,1,58131.27,86406.23,16,930100.25,1016506.48
3010,1,58128.21,86406.23,16,930051.44,1016457.67
3011,1,58128.18,86406.23,16,930050.81,1016457.04
3012,1,58134.07,86406.23,16,930145.06,1016551.29
3013,1,58157.89,86406.23,16,930526.31,1016932.54
3014,-1,58164.50,1947669.05,-16,-930632.06,1017036.99
3015,1,58133.89,87383.37,16,930142.19,1017525.56
3016,1,58133.89,87383.37,16,930142.19,1017525.56
3017,1,58129.98,87383.37,16,930079.62,1017463.00
3018,1,58125.70,87383.37,16,930011.12,1017394.50
3019,1,58111.02,87383.37,16,929776.38,1017159.75
3020,1,58090.23,87383.37,16,929443.62,1016827.00
3021,1,58090.84,87383.37,16,929453.50,1016836.87
3022,1,58073.45,87383.37,16,929175.25,1016558.62
3023,1,58073.45,87383.37,16,929175.25,1016558.62
3024,1,58073.45,87383.37,16,929175.25,1016558.62
3025,1,58061.09,87383.37,16,928977.50,1016360.87
3026,1,58081.57,87383.37,16,929305.19,1016688.56
3027,1,58084.44,87383.37,16,929351.06,1016734.44
3028,1,58093.39,87383.37,16,929494.31,1016877.69
3029,-1,58096.52,1946470.70,-16,-929544.31,1016926.39
3030,1,58097.06,87363.52,16,929552.94,1016916.46
3031,1,58096.20,87363.52,16,929539.12,1016902.65
3032,1,58089.31,87363.52,16,929428.94,1016792.46
3033,1,58089.09,87363.52,16,929425.38,1016788.90
3034,1,58089.96,87363.52,16,929439.44,1016802.96
3035,1,58081.64,87363.52,16,929306.19,1016669.71
3036,1,58058.16,87363.52,16,928930.50,1016294.02
3037,1,58054.51,87363.52,16,928872.19,1016235.71
3038,1,58060.00,87363.52,16,928959.94,1016323.46
3039,1,58055.93,87363.52,16,928894.94,1016258.46
3040,1,58056.23,87363.52,16,928899.62,1016263.15
3041,1,58060.00,87363.52,16,928959.94,1016323.46
3042,1,58058.64,87363.52,16,928938.19,1016301.71
3043,1,58055.93,87363.52,16,928894.94,1016258.46
3044,-1,58056.48,1945169.47,-16,-928903.62,1016265.85
3045,1,58055.93,87378.30,16,928894.94,1016273.23
3046,1,58055.93,87378.30,16,928894.94,1016273.23
3047,-1,58047.93,1944910.62,-16,-928766.81,1016143.81
3048,1,58047.93,87375.70,16,928766.81,1016142.51
3049,1,58047.93,87375.70,16,928766.81,1016142.51
3050,1,58055.00,87375.70,16,928879.94,1016255.63
3051,1,58055.00,87375.70,16,928879.94,1016255.63
3052,1,58059.00,87375.70,16,928943.94,1016319.63
3053,1,58059.00,87375.70,16,928943.94,1016319.63
3054,1,58060.00,87375.70,16,928959.94,1016335.63
3055,1,58060.00,87375.70,16,928959.94,1016335.63
3056,1,58060.00,87375.70,16,928959.94,1016335.63
3057,1,58060.00,87375.70,16,928959.94,1016335.63
3058,1,58060.00,87375.70,16,928959.94,1016335.63
3059,1,58059.00,87375.70,16,928943.94,1016319.63
3060,1,58050.00,87375.70,16,928800.06,1016175.76
3061,1,58022.00,87375.70,16,928352.06,1015727.76
3062,1,58024.07,87375.70,16,928385.19,1015760.88
3063,1,58039.14,87375.70,16,928626.19,1016001.88
3064,1,58043.86,87375.70,16,928701.81,1016077.51
3065,1,58045.93,87375.70,16,928734.94,1016110.63
3066,1,58059.96,87375.70,16,928959.44,1016335.13
3067,1,58054.12,87375.70,16,928866.00,1016241.70
3068,1,58055.04,87375.70,16,928880.56,1016256.26
3069,1,58031.79,87375.70,16,928508.56,1015884.26
3070,1,58058.64,87375.70,16,928938.31,1016314.01
3071,1,58051.50,87375.70,16,928824.06,1016199.76
3072,1,58014.59,87375.70,16,928233.38,1015609.07
3073,1,58014.59,87375.70,16,928233.38,1015609.07
3074,1,58014.59,87375.70,16,928233.38,1015609.07
3075,1,58015.00,87375.70,16,928239.94,1015615.63
3076,1,58040.14,87375.70,16,928642.31,1016018.01
3077,1,58040.14,87375.70,16,928642.31,1016018.01
3078,1,58043.52,87375.70,16,928696.25,1016071.95
3079,1,58023.75,87375.70,16,928379.94,1015755.63
3080,1,57995.09,87375.70,16,927921.50,1015297.20
3081,1,57999.00,87375.70,16,927983.94,1015359.63
3082,1,57983.55,87375.70,16,927736.88,1015112.57
3083,1,57991.16,87375.70,16,927858.62,1015234.32
3084,1,57990.91,87375.70,16,927854.62,1015230.32
3085,1,57974.98,87375.70,16,927599.75,1014975.45
3086,1,57974.98,87375.70,16,927599.75,1014975.45
3087,1,57974.98,87375.70,16,927599.75,1014975.45
3088,1,57974.98,87375.70,16,927599.75,1014975.45
3089,1,57958.00,87375.70,16,927328.06,1014703.76
3090,1,57958.00,87375.70,16,927328.06,1014703.76
3091,1,57939.80,87375.70,16,927036.88,1014412.57
3092,1,57933.77,87375.70,16,926940.25,1014315.95
3093,1,57928.32,87375.70,16,926853.06,1014228.76
3094,1,57927.91,87375.70,16,926846.62,1014222.32
3095,1,57927.91,87375.70,16,926846.62,1014222.32
3096,1,57920.07,87375.70,16,926721.06,1014096.76
3097,1,57925.00,87375.70,16,926799.94,1014175.63
3098,1,57923.75,87375.70,16,926780.06,1014155.76
3099,1,57930.00,87375.70,16,926879.94,1014255.63
3100,1,57960.07,87375.70,16,927361.06,1014736.76
3101,1,57956.70,87375.70,16,927307.25,1014682.95
3102,1,57962.66,87375.70,16,927402.62,1014778.32
3103,1,57946.91,87375.70,16,927150.62,1014526.32
3104,1,57944.27,87375.70,16,927108.38,1014484.07
3105,1,57943.30,87375.70,16,927092.75,1014468.45
3106,1,57943.30,87375.70,16,927092.75,1014468.45
3107,1,57943.30,87375.70,16,927092.75,1014468.45
3108,1,57937.39,87375.70,16,926998.19,1014373.88
3109,1,57911.89,87375.70,16,926590.31,1013966.01
3110,1,57932.34,87375.70,16,926917.50,1014293.20
3111,1,57920.25,87375.70,16,926723.94,1014099.63
3112,1,57913.50,87375.70,16,926615.94,1013991.63
3113,1,57890.00,87375.70,16,926240.06,1013615.76
3114,1,57905.96,87375.70,16,926495.44,1013871.13
3115,1,57880.68,87375.70,16,926090.94,1013466.63
3116,1,57869.18,87375.70,16,925906.81,1013282.51
3117,1,57856.41,87375.70,16,925702.50,1013078.20
3118,1,57869.18,87375.70,16,925906.94,1013282.63
3119,1,57880.41,87375.70,16,926086.62,1013462.32
3120,1,57905.95,87375.70,16,926495.25,1013870.95
3121,1,57916.66,87375.70,16,926666.50,1014042.20
3122,1,57932.80,87375.70,16,926924.75,1014300.45
3123,1,57957.21,87375.70,16,927315.44,1014691.13
3124,1,57990.00,87375.70,16,927839.94,1015215.63
3125,1,57990.00,87375.70,16,927839.94,1015215.63
3126,1,58014.70,87375.70,16,928235.25,1015610.95
3127,-1,58025.95,1944204.90,-16,-928415.25,1015789.65
3128,1,58012.70,87797.35,16,928203.12,1016000.47
3129,1,58001.57,87797.35,16,928025.06,1015822.41
3130,1,57963.52,87797.35,16,927416.38,1015213.72
3131,1,57958.20,87797.35,16,927331.12,1015128.47
3132,1,57953.02,87797.35,16,927248.38,1015045.72
3133,1,57953.02,87797.35,16,927248.38,1015045.72
3134,1,57936.45,87797.35,16,926983.12,1014780.47
3135,1,57915.59,87797.35,16,926649.50,1014446.85
3136,1,57915.59,87797.35,16,926649.38,1014446.72
3137,1,57890.05,87797.35,16,926240.75,1014038.10
3138,1,57909.64,87797.35,16,926554.19,1014351.53
3139,1,57915.59,87797.35,16,926649.38,1014446.72
3140,1,57943.55,87797.35,16,927096.88,1014894.22
3141,1,57933.43,87797.35,16,926934.94,1014732.28
3142,1,57935.84,87797.35,16,926973.38,1014770.72
3143,1,57941.57,87797.35,16,927065.19,1014862.53
3144,1,57953.02,87797.35,16,927248.38,1015045.72
3145,1,57953.02,87797.35,16,927248.25,1015045.60
3146,1,57952.96,87797.35,16,927247.44,1015044.78
3147,1,57957.88,87797.35,16,927326.00,1015123.35
3148,1,57936.37,87797.35,16,926981.94,1014779.28
3149,1,57938.86,87797.35,16,927021.69,1014819.03
3150,1,57940.00,87797.35,16,927039.94,1014837.28
3151,1,57940.00,87797.35,16,927039.94,1014837.28
3152,1,57970.59,87797.35,16,927529.38,1015326.72
3153,1,57984.07,87797.35,16,927745.06,1015542.41
3154,1,57983.02,87797.35,16,927728.25,1015525.60
3155,1,57983.02,87797.35,16,927728.25,1015525.60
3156,1,57959.75,87797.35,16,927355.94,1015153.28
3157,1,57973.11,87797.35,16,927569.81,1015367.16
3158,1,57970.61,87797.35,16,927529.69,1015327.03
3159,1,57973.77,87797.35,16,927580.25,1015377.60
3160,1,57983.02,87797.35,16,927728.25,1015525.60
3161,1,57983.02,87797.35,16,927728.25,1015525.60
3162,1,57983.02,87797.35,16,927728.25,1015525.60
3163,1,57990.04,87797.35,16,927840.56,1015637.91
3164,1,57990.04,87797.35,16,927840.56,1015637.91
3165,1,58000.00,87797.35,16,927999.94,1015797.28
3166,1,58023.30,87797.35,16,928372.75,1016170.10
3167,1,58039.80,87797.35,16,928636.88,1016434.22
3168,1,58044.10,87797.35,16,928705.62,1016502.97
3169,1,58049.50,87797.35,16,928791.94,1016589.28
3170,1,58049.93,87797.35,16,928798.94,1016596.28
3171,1,58023.30,87797.35,16,928372.88,1016170.22
3172,1,58018.55,87797.35,16,928296.88,1016094.22
3173,1,58010.25,87797.35,16,928164.06,1015961.41
3174,-1,57983.02,1943252.55,-16,-927728.25,1015524.30
3175,1,57975.00,88051.12,16,927600.06,1015651.19
3176,-1,57996.86,1943949.32,-16,-927949.75,1015999.57
3177,1,58006.61,87736.40,16,928105.81,1015842.21
3178,1,57982.73,87736.40,16,927723.75,1015460.15
3179,1,57979.70,87736.40,16,927675.25,1015411.65
3180,1,57961.64,87736.40,16,927386.19,1015122.59
3181,1,57971.86,87736.40,16,927549.69,1015286.09
3182,1,57987.41,87736.40,16,927798.50,1015534.90
3183,1,57994.61,87736.40,16,927913.69,1015650.09
3184,1,58010.25,87736.40,16,928164.06,1015900.46
3185,1,58015.04,87736.40,16,928240.56,1015976.96
3186,1,58023.20,87736.40,16,928371.12,1016107.53
3187,1,58006.16,87736.40,16,928098.50,1015834.90
3188,-1,57986.80,1943312.60,-16,-927788.75,1015523.85
3189,1,57960.95,88561.05,16,927375.12,1015936.18
3190,1,57950.07,88561.05,16,927201.06,1015762.12
3191,1,57947.73,88561.05,16,927163.62,1015724.68
3192,1,57950.00,88561.05,16,927200.06,1015761.12
3193,1,57965.27,88561.05,16,927444.31,1016005.37
3194,1,57955.98,88561.05,16,927295.75,1015856.80
3195,1,57964.41,88561.05,16,927430.50,1015991.55
3196,1,57978.38,88561.05,16,927654.00,1016215.05
3197,1,57981.32,88561.05,16,927701.06,1016262.12
3198,1,58003.86,88561.05,16,928061.81,1016622.87
3199,1,58003.88,88561.05,16,928062.00,1016623.05
3200,1,58003.89,88561.05,16,928062.19,1016623.24
3201,1,57979.41,88561.05,16,927670.62,1016231.68
3202,1,57983.32,88561.05,16,927733.19,1016294.24
3203,1,57980.68,88561.05,16,927690.81,1016251.87
3204,1,57982.73,88561.05,16,927723.75,1016284.80
3205,1,58000.00,88561.05,16,927999.94,1016560.99
3206,1,58000.00,88561.05,16,927999.94,1016560.99
3207,1,57996.96,88561.05,16,927951.44,1016512.49
3208,1,57994.16,88561.05,16,927906.62,1016467.68
3209,1,57997.77,88561.05,16,927964.25,1016525.30
3210,1,57996.98,88561.05,16,927951.62,1016512.68
3211,1,58012.09,88561.05,16,928193.50,1016754.55
3212,1,58041.41,88561.05,16,928662.62,1017223.68
3213,1,58045.98,88561.05,16,928735.62,1017296.68
3214,1,58045.98,88561.05,16,928735.62,1017296.68
3215,1,58055.21,88561.05,16,928883.44,1017444.49
3216,1,58071.14,88561.05,16,929138.19,1017699.24
3217,1,58046.04,88561.05,16,928736.56,1017297.62
3218,1,58048.84,88561.05,16,928781.38,1017342.43
3219,1,58052.09,88561.05,16,928833.38,1017394.43
3220,1,58057.86,88561.05,16,928925.81,1017486.87
3221,-1,58058.00,1946415.63,-16,-928927.94,1017487.69
3222,-1,58058.00,1946415.63,-16,-928927.94,1017487.69
3223,1,58069.82,88180.20,16,929117.06,1017297.26
3224,1,58071.41,88180.20,16,929142.62,1017322.83
3225,1,58094.36,88180.20,16,929509.69,1017689.89
3226,1,58090.00,88180.20,16,929440.06,1017620.26
3227,-1,58071.41,1946464.15,-16,-929142.62,1017321.53
3228,1,58050.00,88862.73,16,928800.06,1017662.79
3229,1,58037.32,88862.73,16,928597.19,1017459.91
3230,1,58037.32,88862.73,16,928597.19,1017459.91
3231,1,58040.00,88862.73,16,928640.06,1017502.79
3232,1,58042.00,88862.73,16,928671.94,1017534.66
3233,1,58037.32,88862.73,16,928597.19,1017459.91
3234,1,58035.61,88862.73,16,928569.81,1017432.54
3235,1,58042.00,88862.73,16,928671.94,1017534.66
3236,1,58040.00,88862.73,16,928640.06,1017502.79
3237,1,58042.00,88862.73,16,928671.94,1017534.66
3238,1,58042.00,88862.73,16,928671.94,1017534.66
3239,1,58042.00,88862.73,16,928671.94,1017534.66
3240,1,58042.00,88862.73,16,928671.94,1017534.66
3241,1,58050.00,88862.73,16,928799.94,1017662.66
3242,1,58065.12,88862.73,16,929042.00,1017904.73
3243,1,58068.58,88862.73,16,929097.25,1017959.98
3244,1,58066.44,88862.73,16,929063.06,1017925.79
3245,1,58067.89,88862.73,16,929086.19,1017948.91
3246,1,58088.43,88862.73,16,929414.81,1018277.54
3247,1,58090.00,88862.73,16,929439.94,1018302.66
3248,1,58090.00,88862.73,16,929439.94,1018302.66
3249,1,58090.00,88862.73,16,929439.94,1018302.66
3250,1,58090.00,88862.73,16,929439.94,1018302.66
3251,1,58110.62,88862.73,16,929770.00,1018632.73
3252,1,58118.89,88862.73,16,929902.31,1018765.04
3253,1,58118.89,88862.73,16,929902.31,1018765.04
3254,1,58118.89,88862.73,16,929902.31,1018765.04
3255,1,58121.91,88862.73,16,929950.62,1018813.35
3256,1,58126.86,88862.73,16,930029.81,1018892.54
3257,1,58132.79,88862.73,16,930124.56,1018987.29
3258,1,58132.89,88862.73,16,930126.19,1018988.91
3259,1,58132.89,88862.73,16,930126.19,1018988.91
3260,1,58149.30,88862.73,16,930388.75,1019251.48
3261,1,58142.59,88862.73,16,930281.38,1019144.10
3262,1,58136.07,88862.73,16,930177.06,1019039.79
3263,1,58150.00,88862.73,16,930400.06,1019262.79
3264,1,58138.98,88862.73,16,930223.75,1019086.48
3265,1,58133.95,88862.73,16,930143.25,1019005.98
3266,1,58133.96,88862.73,16,930143.44,1019006.16
3267,1,58125.00,88862.73,16,929999.94,1018862.66
3268,1,58121.14,88862.73,16,929938.31,1018801.04
3269,-1,58100.41,1948074.67,-16,-929606.62,1018468.05
3270,1,58100.41,88860.12,16,929606.62,1018466.75
3271,1,58105.00,88860.12,16,929679.94,1018540.06
3272,1,58119.84,88860.12,16,929917.50,1018777.62
3273,1,58121.14,88860.12,16,929938.31,1018798.44
3274,1,58121.14,88860.12,16,929938.31,1018798.44
3275,1,58121.14,88860.12,16,929938.31,1018798.44
3276,1,58105.00,88860.12,16,929679.94,1018540.06
3277,1,58080.12,88860.12,16,929282.00,1018142.12
3278,1,58081.00,88860.12,16,929295.94,1018156.06
3279,1,58102.72,88860.12,16,929643.50,1018503.62
3280,1,58101.46,88860.12,16,929623.44,1018483.56
3281,1,58097.42,88860.12,16,929558.75,1018418.87
3282,1,58094.27,88860.12,16,929508.25,1018368.37
3283,1,58095.73,88860.12,16,929531.75,1018391.87
3284,1,58095.73,88860.12,16,929531.75,1018391.87
3285,1,58094.27,88860.12,16,929508.25,1018368.37
3286,1,58098.68,88860.12,16,929578.94,1018439.06
3287,1,58082.98,88860.12,16,929327.75,1018187.87
3288,1,58082.98,88860.12,16,929327.75,1018187.87
3289,1,58082.98,88860.12,16,929327.75,1018187.87
3290,1,58082.98,88860.12,16,929327.75,1018187.87
3291,1,58082.98,88860.12,16,929327.75,1018187.87
3292,1,58082.98,88860.12,16,929327.75,1018187.87
3293,1,58082.98,88860.12,16,929327.75,1018187.87
3294,1,58092.68,88860.12,16,929482.81,1018342.94
3295,1,58125.77,88860.12,16,930012.25,1018872.37
3296,1,58126.34,88860.12,16,930021.50,1018881.62
3297,1,58130.75,88860.12,16,930091.94,1018952.06
3298,1,58123.27,88860.12,16,929972.38,1018832.50
3299,1,58120.96,88860.12,16,929935.44,1018795.56
3300,1,58115.34,88860.12,16,929845.38,1018705.50
3301,1,58121.66,88860.12,16,929946.50,1018806.62
3302,1,58100.75,88860.12,16,929611.94,1018472.06
3303,1,58100.75,88860.12,16,929611.94,1018472.06
3304,1,58098.70,88860.12,16,929579.12,1018439.25
3305,1,58085.32,88860.12,16,929365.19,1018225.31
3306,1,58087.18,88860.12,16,929394.81,1018254.94
3307,1,58093.28,88860.12,16,929492.50,1018352.62
3308,1,58090.84,88860.12,16,929453.44,1018313.56
3309,1,58084.46,88860.12,16,929351.38,1018211.50
3310,1,58082.57,88860.12,16,929321.06,1018181.19
3311,1,58082.50,88860.12,16,929320.06,1018180.19
3312,1,58074.55,88860.12,16,929192.88,1018053.00
3313,1,58074.55,88860.12,16,929192.88,1018053.00
3314,1,58082.50,88860.12,16,929320.06,1018180.19
3315,1,58079.52,88860.12,16,929272.25,1018132.37
3316,1,58083.00,88860.12,16,929327.94,1018188.06
3317,1,58087.88,88860.12,16,929406.00,1018266.12
3318,1,58074.57,88860.12,16,929193.06,1018053.19
3319,1,58067.66,88860.12,16,929082.56,1017942.69
3320,1,58071.80,88860.12,16,929148.88,1018009.00
3321,1,58072.96,88860.12,16,929167.44,1018027.56
3322,1,58087.88,88860.12,16,929406.00,1018266.12
3323,1,58127.89,88860.12,16,930046.19,1018906.31
3324,1,58125.84,88860.12,16,930013.50,1018873.62
3325,1,58129.84,88860.12,16,930077.38,1018937.50
3326,-1,58139.57,1949325.20,-16,-930233.19,1019092.01
3327,1,58150.00,88524.02,16,930399.94,1018923.96
3328,1,58155.41,88524.02,16,930486.50,1019010.52
3329,1,58170.05,88524.02,16,930720.75,1019244.77
3330,1,58175.32,88524.02,16,930805.19,1019329.21
3331,1,58181.16,88524.02,16,930898.62,1019422.64
3332,1,58189.25,88524.02,16,931028.06,1019552.08
3333,1,58200.00,88524.02,16,931199.94,1019723.96
3334,1,58200.00,88524.02,16,931199.94,1019723.96
3335,1,58210.82,88524.02,16,931373.19,1019897.21
3336,1,58214.95,88524.02,16,931439.12,1019963.14
3337,1,58214.95,88524.02,16,931439.12,1019963.14
3338,1,58214.95,88524.02,16,931439.12,1019963.14
3339,1,58225.91,88524.02,16,931614.62,1020138.64
3340,1,58225.91,88524.02,16,931614.62,1020138.64
3341,1,58234.84,88524.02,16,931757.50,1020281.52
3342,1,58243.25,88524.02,16,931892.06,1020416.08
3343,1,58243.25,88524.02,16,931892.06,1020416.08
3344,1,58237.07,88524.02,16,931793.06,1020317.08
3345,1,58239.68,88524.02,16,931834.81,1020358.83
3346,1,58264.14,88524.02,16,932226.19,1020750.21
3347,1,58263.71,88524.02,16,932219.44,1020743.46
3348,1,58252.76,88524.02,16,932044.19,1020568.21
3349,1,58262.73,88524.02,16,932203.62,1020727.64
3350,1,58252.73,88524.02,16,932043.75,1020567.77
3351,1,58214.66,88524.02,16,931434.62,1019958.64
3352,1,58212.70,88524.02,16,931403.25,1019927.27
3353,1,58187.29,88524.02,16,930996.62,1019520.64
3354,1,58211.32,88524.02,16,931381.06,1019905.08
3355,1,58206.66,88524.02,16,931306.50,1019830.52
3356,1,58209.79,88524.02,16,931356.56,1019880.58
3357,1,58205.84,88524.02,16,931293.38,1019817.39
3358,1,58203.91,88524.02,16,931262.62,1019786.64
3359,1,58192.91,88524.02,16,931086.62,1019610.64
3360,1,58184.55,88524.02,16,930952.81,1019476.83
3361,1,58185.89,88524.02,16,930974.25,1019498.27
3362,1,58185.34,88524.02,16,930965.44,1019489.46
3363,1,58176.30,88524.02,16,930820.88,1019344.89
3364,1,58167.00,88524.02,16,930671.94,1019195.96
3365,1,58167.00,88524.02,16,930671.94,1019195.96
3366,1,58158.96,88524.02,16,930543.44,1019067.46
3367,1,58166.95,88524.02,16,930671.12,1019195.14
3368,1,58171.98,88524.02,16,930751.75,1019275.77
3369,1,58179.61,88524.02,16,930873.69,1019397.71
3370,1,58174.93,88524.02,16,930798.94,1019322.96
3371,1,58174.93,88524.02,16,930798.94,1019322.96
3372,1,58171.45,88524.02,16,930743.25,1019267.27
3373,1,58127.95,88524.02,16,930047.12,1018571.14
3374,1,58115.86,88524.02,16,929853.69,1018377.71
3375,1,58108.73,88524.02,16,929739.62,1018263.64
3376,1,58098.00,88524.02,16,929568.06,1018092.08
3377,1,58101.00,88524.02,16,929615.94,1018139.96
3378,1,58124.75,88524.02,16,929995.94,1018519.96
3379,1,58129.61,88524.02,16,930073.81,1018597.83
3380,1,58142.55,88524.02,16,930280.88,1018804.89
3381,1,58143.00,88524.02,16,930287.94,1018811.96
3382,1,58143.00,88524.02,16,930287.94,1018811.96
3383,1,58143.00,88524.02,16,930287.94,1018811.96
3384,1,58143.00,88524.02,16,930287.94,1018811.96
3385,1,58143.00,88524.02,16,930287.94,1018811.96
3386,1,58150.00,88524.02,16,930399.94,1018923.96
3387,1,58152.62,88524.02,16,930442.00,1018966.02
3388,1,58150.00,88524.02,16,930400.06,1018924.08
3389,1,58150.00,88524.02,16,930400.06,1018924.08
3390,1,58145.00,88524.02,16,930320.06,1018844.08
3391,1,58125.00,88524.02,16,930000.06,1018524.08
3392,1,58124.45,88524.02,16,929991.25,1018515.27
3393,1,58145.18,88524.02,16,930322.81,1018846.83
3394,1,58150.48,88524.02,16,930407.75,1018931.77
3395,1,58146.19,88524.02,16,930339.06,1018863.08
3396,1,58145.00,88524.02,16,930319.94,1018843.96
3397,1,58141.93,88524.02,16,930270.94,1018794.96
3398,1,58131.84,88524.02,16,930109.50,1018633.52
3399,1,58130.73,88524.02,16,930091.62,1018615.64
3400,1,58108.72,88524.02,16,929739.50,1018263.52
3401,1,58090.38,88524.02,16,929446.00,1017970.02
3402,1,58100.00,88524.02,16,929600.06,1018124.08
3403,-1,58089.00,1947370.59,-16,-929423.94,1017946.65
3404,1,58090.00,88489.42,16,929439.94,1017929.35
3405,-1,58082.77,1947136.86,-16,-929324.38,1017812.49
3406,1,58086.73,88360.31,16,929387.62,1017747.94
3407,1,58090.00,88360.31,16,929439.94,1017800.25
3408,1,58090.00,88360.31,16,929439.94,1017800.25
3409,1,58088.86,88360.31,16,929421.75,1017782.06
3410,1,58087.20,88360.31,16,929395.12,1017755.44
3411,1,58087.20,88360.31,16,929395.12,1017755.44
3412,1,58075.95,88360.31,16,929215.12,1017575.44
3413,1,58056.54,88360.31,16,928904.56,1017264.88
3414,1,58056.54,88360.31,16,928904.56,1017264.88
3415,1,58050.09,88360.31,16,928801.50,1017161.81
3416,1,58050.09,88360.31,16,928801.50,1017161.81
3417,1,58050.09,88360.31,16,928801.50,1017161.81
3418,1,58038.75,88360.31,16,928619.94,1016980.25
3419,1,58029.34,88360.31,16,928469.38,1016829.69
3420,1,58017.77,88360.31,16,928284.38,1016644.69
3421,1,58005.07,88360.31,16,928081.19,1016441.50
3422,1,58002.36,88360.31,16,928037.81,1016398.13
3423,1,57973.50,88360.31,16,927575.94,1015936.25
3424,1,57969.89,88360.31,16,927518.19,1015878.50
3425,-1,57962.32,1943153.39,-16,-927397.19,1015756.20
3426,1,57969.89,88115.72,16,927518.19,1015633.90
3427,1,57975.73,88115.72,16,927611.62,1015727.34
3428,1,58004.45,88115.72,16,928071.25,1016186.97
3429,1,57962.66,88115.72,16,927402.56,1015518.28
3430,1,57958.21,88115.72,16,927331.44,1015447.15
3431,1,57951.16,88115.72,16,927218.56,1015334.28
3432,1,57951.65,88115.72,16,927226.38,1015342.09
3433,1,57937.91,88115.72,16,927006.50,1015122.22
3434,1,57904.80,88115.72,16,926476.75,1014592.47
3435,1,57949.98,88115.72,16,927199.75,1015315.47
3436,1,57938.19,88115.72,16,927011.06,1015126.78
3437,1,57927.95,88115.72,16,926847.12,1014962.84
3438,1,57922.09,88115.72,16,926753.38,1014869.09
3439,1,57944.43,88115.72,16,927110.81,1015226.53
3440,1,57955.71,88115.72,16,927291.38,1015407.09
3441,1,57970.57,88115.72,16,927529.06,1015644.78
3442,1,57964.32,88115.72,16,927429.19,1015544.90
3443,1,57929.91,88115.72,16,926878.62,1014994.34
3444,1,57904.73,88115.72,16,926475.62,1014591.34
3445,1,57906.27,88115.72,16,926500.31,1014616.03
3446,1,57893.39,88115.72,16,926294.19,1014409.90
3447,1,57908.34,88115.72,16,926533.50,1014649.22
3448,1,57909.85,88115.72,16,926557.62,1014673.34
3449,1,57899.00,88115.72,16,926384.06,1014499.78
3450,1,57896.04,88115.72,16,926336.56,1014452.28
3451,1,57884.39,88115.72,16,926150.19,1014265.90
3452,1,57888.49,88115.72,16,926215.81,1014331.53
3453,1,57887.14,88115.72,16,926194.31,1014310.03
3454,1,57875.41,88115.72,16,926006.62,1014122.34
3455,1,57883.68,88115.72,16,926138.81,1014254.53
3456,1,57930.02,88115.72,16,926880.25,1014995.97
3457,1,57940.45,88115.72,16,927047.25,1015162.97
3458,1,57934.80,88115.72,16,926956.88,1015072.59
3459,1,57910.68,88115.72,16,926570.81,1014686.53
3460,1,57931.57,88115.72,16,926905.06,1015020.78
